Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
20,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,0
20,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),108,0
20,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4326,0
20,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),537,0
20,ДЦР,КРС,"1,3.1",Количество соглашений БСУД (на начало),601,601
20,ДЦР,КРС,"1,3.2",Количество абонентов ДМС (на начало),0,0
20,ДЦР,КРС,"1,4",Потенциал М2 (на начало),1000,1000
20,ДЦР,КРС,"2,1",Количество подъездов за период,0,0
20,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,0,0
20,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,0,0
20,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,0,0
20,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,0,0
20,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),32,0
20,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1422,0
20,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),372,0
20,ДЦР,БРН,"1,3.1",Количество соглашений БСУД (на начало),352,352
20,ДЦР,БРН,"1,3.2",Количество абонентов ДМС (на начало),0,0
20,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1207,1207
20,ДЦР,БРН,"2,1",Количество подъездов за период,0,0
20,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,0,0
20,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
20,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
20,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,0,0
20,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),25,0
20,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),908,0
20,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),221,0
20,ДЦР,СПБ,"1,3.1",Количество соглашений БСУД (на начало),276,276
20,ДЦР,СПБ,"1,3.2",Количество абонентов ДМС (на начало),13,13
20,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8043,8043
20,ДЦР,СПБ,"2,1",Количество подъездов за период,0,0
20,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,0,0
20,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
20,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,0,0
20,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,0,0
20,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),1,0
20,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),36,0
20,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
20,ДЦР,АРХ,"1,3.1",Количество соглашений БСУД (на начало),0,0
20,ДЦР,АРХ,"1,3.2",Количество абонентов ДМС (на начало),0,0
20,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
20,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
20,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
20,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
20,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
20,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
20,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),441,0
20,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),19720,0
20,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2033,0
20,ДЦР,ННВ,"1,3.1",Количество соглашений БСУД (на начало),2268,2268
20,ДЦР,ННВ,"1,3.2",Количество абонентов ДМС (на начало),561,561
20,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3468,3468
20,ДЦР,ННВ,"2,1",Количество подъездов за период,0,0
20,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,0,0
20,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
20,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,0,0
20,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
20,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
20,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,0,0
20,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
20,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
20,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДВР,НВС,"1,1",Количество подъездов М2 (на начало),0,0
21,ДВР,НВС,"1,2",Количество квартир в подъездах М2 (на начало),0,0
21,ДВР,НВС,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДВР,НВС,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДВР,НВС,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДВР,НВС,"1,4",Потенциал М2 (на начало),1805,1805
21,ДВР,НВС,"2,1",Количество подъездов за период,0,0
21,ДВР,НВС,"2,2",Количество квартир в подъездах за период,0,0
21,ДВР,НВС,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДВР,НВС,"2,4",Количество контактов в подъездах за период,0,0
21,ДВР,НВС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДВР,НВС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДВР,НВС,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДВР,НВС,"3,4",Всего ключей в подъездах за период,0,0
21,ДВР,НВС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДВР,НВС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДВР,НВС,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДВР,КМР,"1,1",Количество подъездов М2 (на начало),0,72
21,ДВР,КМР,"1,2",Количество квартир в подъездах М2 (на начало),0,2941
21,ДВР,КМР,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДВР,КМР,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДВР,КМР,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДВР,КМР,"1,4",Потенциал М2 (на начало),616,616
21,ДВР,КМР,"2,1",Количество подъездов за период,0,5
21,ДВР,КМР,"2,2",Количество квартир в подъездах за период,0,180
21,ДВР,КМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДВР,КМР,"2,4",Количество контактов в подъездах за период,0,151
21,ДВР,КМР,"3,1",ПЛАТНЫХ в подъездах за период,0,235
21,ДВР,КМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,151
21,ДВР,КМР,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДВР,КМР,"3,4",Всего ключей в подъездах за период,0,386
21,ДВР,КМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,19
21,ДВР,КМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДВР,КМР,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДВР,ЕКТ,"1,1",Количество подъездов М2 (на начало),196,0
21,ДВР,ЕКТ,"1,2",Количество квартир в подъездах М2 (на начало),9748,0
21,ДВР,ЕКТ,"1,3",Количество абонентов БСУД (на начало),895,0
21,ДВР,ЕКТ,"1,3,1",Количество соглашений БСУД (на начало),1212,1212
21,ДВР,ЕКТ,"1,3,2",Количество абонентов ДМС (на начало),562,562
21,ДВР,ЕКТ,"1,4",Потенциал М2 (на начало),246,246
21,ДВР,ЕКТ,"2,1",Количество подъездов за период,0,0
21,ДВР,ЕКТ,"2,2",Количество квартир в подъездах за период,0,0
21,ДВР,ЕКТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДВР,ЕКТ,"2,4",Количество контактов в подъездах за период,0,0
21,ДВР,ЕКТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДВР,ЕКТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДВР,ЕКТ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДВР,ЕКТ,"3,4",Всего ключей в подъездах за период,0,0
21,ДВР,ЕКТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДВР,ЕКТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДВР,ЕКТ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДВР,ЧЛБ,"1,1",Количество подъездов М2 (на начало),461,7
21,ДВР,ЧЛБ,"1,2",Количество квартир в подъездах М2 (на начало),19437,248
21,ДВР,ЧЛБ,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДВР,ЧЛБ,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДВР,ЧЛБ,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДВР,ЧЛБ,"1,4",Потенциал М2 (на начало),162,162
21,ДВР,ЧЛБ,"2,1",Количество подъездов за период,0,8
21,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,0,302
21,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,0,0
21,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,0,0
21,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),0,4
21,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),0,153
21,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,18
21,ДВР,НВК,"1,3,1",Количество соглашений БСУД (на начало),18,18
21,ДВР,НВК,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
21,ДВР,НВК,"2,1",Количество подъездов за период,0,0
21,ДВР,НВК,"2,2",Количество квартир в подъездах за период,0,0
21,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДВР,НВК,"2,4",Количество контактов в подъездах за период,0,0
21,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДВР,НВК,"3,4",Всего ключей в подъездах за период,0,0
21,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,НФТ,"1,1",Количество подъездов М2 (на начало),0,162
21,ДПР,НФТ,"1,2",Количество квартир в подъездах М2 (на начало),0,4632
21,ДПР,НФТ,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДПР,НФТ,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДПР,НФТ,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДПР,НФТ,"1,4",Потенциал М2 (на начало),314,314
21,ДПР,НФТ,"2,1",Количество подъездов за период,0,3
21,ДПР,НФТ,"2,2",Количество квартир в подъездах за период,0,96
21,ДПР,НФТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,НФТ,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,НФТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,НФТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,НФТ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,НФТ,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,НФТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,НФТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,НФТ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,СРН,"1,1",Количество подъездов М2 (на начало),0,0
21,ДПР,СРН,"1,2",Количество квартир в подъездах М2 (на начало),0,0
21,ДПР,СРН,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДПР,СРН,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДПР,СРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДПР,СРН,"1,4",Потенциал М2 (на начало),718,718
21,ДПР,СРН,"2,1",Количество подъездов за период,0,0
21,ДПР,СРН,"2,2",Количество квартир в подъездах за период,0,0
21,ДПР,СРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,СРН,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,СРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,СРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,СРН,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,СРН,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,СРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,СРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,СРН,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,ОРН,"1,1",Количество подъездов М2 (на начало),355,0
21,ДПР,ОРН,"1,2",Количество квартир в подъездах М2 (на начало),16352,0
21,ДПР,ОРН,"1,3",Количество абонентов БСУД (на начало),567,0
21,ДПР,ОРН,"1,3,1",Количество соглашений БСУД (на начало),677,677
21,ДПР,ОРН,"1,3,2",Количество абонентов ДМС (на начало),271,271
21,ДПР,ОРН,"1,4",Потенциал М2 (на начало),1220,1220
21,ДПР,ОРН,"2,1",Количество подъездов за период,0,0
21,ДПР,ОРН,"2,2",Количество квартир в подъездах за период,0,0
21,ДПР,ОРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,ОРН,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,ОРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ОРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ОРН,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,ОРН,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,ОРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,ОРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,ОРН,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,ПНЗ,"1,1",Количество подъездов М2 (на начало),385,0
21,ДПР,ПНЗ,"1,2",Количество квартир в подъездах М2 (на начало),15712,0
21,ДПР,ПНЗ,"1,3",Количество абонентов БСУД (на начало),714,0
21,ДПР,ПНЗ,"1,3,1",Количество соглашений БСУД (на начало),837,837
21,ДПР,ПНЗ,"1,3,2",Количество абонентов ДМС (на начало),398,398
21,ДПР,ПНЗ,"1,4",Потенциал М2 (на начало),948,948
21,ДПР,ПНЗ,"2,1",Количество подъездов за период,4,0
21,ДПР,ПНЗ,"2,2",Количество квартир в подъездах за период,162,0
21,ДПР,ПНЗ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,ПНЗ,"2,4",Количество контактов в подъездах за период,111,0
21,ДПР,ПНЗ,"3,1",ПЛАТНЫХ в подъездах за период,150,0
21,ДПР,ПНЗ,"3,2",БЕСПЛАТНЫХ в подъездах за период,191,0
21,ДПР,ПНЗ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,ПНЗ,"3,4",Всего ключей в подъездах за период,341,0
21,ДПР,ПНЗ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,3,0
21,ДПР,ПНЗ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,2,0
21,ДПР,ПНЗ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,ТЛТ,"1,1",Количество подъездов М2 (на начало),0,0
21,ДПР,ТЛТ,"1,2",Количество квартир в подъездах М2 (на начало),0,0
21,ДПР,ТЛТ,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДПР,ТЛТ,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДПР,ТЛТ,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДПР,ТЛТ,"1,4",Потенциал М2 (на начало),2531,2531
21,ДПР,ТЛТ,"2,1",Количество подъездов за период,0,0
21,ДПР,ТЛТ,"2,2",Количество квартир в подъездах за период,0,0
21,ДПР,ТЛТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,ТЛТ,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,ТЛТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ТЛТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ТЛТ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,ТЛТ,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,ТЛТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,ТЛТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,ТЛТ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,РНД,"1,1",Количество подъездов М2 (на начало),28,0
21,ДПР,РНД,"1,2",Количество квартир в подъездах М2 (на начало),1209,0
21,ДПР,РНД,"1,3",Количество абонентов БСУД (на начало),291,0
21,ДПР,РНД,"1,3,1",Количество соглашений БСУД (на начало),425,425
21,ДПР,РНД,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДПР,РНД,"1,4",Потенциал М2 (на начало),1546,1546
21,ДПР,РНД,"2,1",Количество подъездов за период,2,0
21,ДПР,РНД,"2,2",Количество квартир в подъездах за период,72,0
21,ДПР,РНД,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,РНД,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,РНД,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,РНД,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,РНД,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,РНД,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,РНД,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,РНД,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,РНД,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,СМР,"1,1",Количество подъездов М2 (на начало),462,0
21,ДПР,СМР,"1,2",Количество квартир в подъездах М2 (на начало),23764,0
21,ДПР,СМР,"1,3",Количество абонентов БСУД (на начало),1478,0
21,ДПР,СМР,"1,3,1",Количество соглашений БСУД (на начало),1549,1549
21,ДПР,СМР,"1,3,2",Количество абонентов ДМС (на начало),864,864
21,ДПР,СМР,"1,4",Потенциал М2 (на начало),2112,2112
21,ДПР,СМР,"2,1",Количество подъездов за период,6,0
21,ДПР,СМР,"2,2",Количество квартир в подъездах за период,245,0
21,ДПР,СМР,"2,3",Количество голосов ЗА в подъездах за период,204,0
21,ДПР,СМР,"2,4",Количество контактов в подъездах за период,209,0
21,ДПР,СМР,"3,1",ПЛАТНЫХ в подъездах за период,416,0
21,ДПР,СМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,245,0
21,ДПР,СМР,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,СМР,"3,4",Всего ключей в подъездах за период,661,0
21,ДПР,СМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,11,0
21,ДПР,СМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,6,0
21,ДПР,СМР,"4,1",Соглашений БСУД в подъездах за период,56,0
21,ДПР,ИЖВ,"1,1",Количество подъездов М2 (на начало),311,0
21,ДПР,ИЖВ,"1,2",Количество квартир в подъездах М2 (на начало),11733,0
21,ДПР,ИЖВ,"1,3",Количество абонентов БСУД (на начало),491,0
21,ДПР,ИЖВ,"1,3,1",Количество соглашений БСУД (на начало),560,560
21,ДПР,ИЖВ,"1,3,2",Количество абонентов ДМС (на начало),315,315
21,ДПР,ИЖВ,"1,4",Потенциал М2 (на начало),967,967
21,ДПР,ИЖВ,"2,1",Количество подъездов за период,0,0
21,ДПР,ИЖВ,"2,2",Количество квартир в подъездах за период,0,0
21,ДПР,ИЖВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДПР,ИЖВ,"2,4",Количество контактов в подъездах за период,0,0
21,ДПР,ИЖВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ИЖВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДПР,ИЖВ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,ИЖВ,"3,4",Всего ключей в подъездах за период,0,0
21,ДПР,ИЖВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДПР,ИЖВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДПР,ИЖВ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДПР,СРТ,"1,1",Количество подъездов М2 (на начало),662,0
21,ДПР,СРТ,"1,2",Количество квартир в подъездах М2 (на начало),31591,0
21,ДПР,СРТ,"1,3",Количество абонентов БСУД (на начало),3004,0
21,ДПР,СРТ,"1,3,1",Количество соглашений БСУД (на начало),3214,3214
21,ДПР,СРТ,"1,3,2",Количество абонентов ДМС (на начало),1157,1157
21,ДПР,СРТ,"1,4",Потенциал М2 (на начало),2105,2105
21,ДПР,СРТ,"2,1",Количество подъездов за период,14,0
21,ДПР,СРТ,"2,2",Количество квартир в подъездах за период,530,0
21,ДПР,СРТ,"2,3",Количество голосов ЗА в подъездах за период,473,0
21,ДПР,СРТ,"2,4",Количество контактов в подъездах за период,483,0
21,ДПР,СРТ,"3,1",ПЛАТНЫХ в подъездах за период,1039,0
21,ДПР,СРТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,529,0
21,ДПР,СРТ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДПР,СРТ,"3,4",Всего ключей в подъездах за период,1568,0
21,ДПР,СРТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,14,0
21,ДПР,СРТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,6,0
21,ДПР,СРТ,"4,1",Соглашений БСУД в подъездах за период,206,0
21,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
21,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
21,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
21,ДЦР,ОДЦ,"1,3,1",Количество соглашений БСУД (на начало),0,0
21,ДЦР,ОДЦ,"1,3,2",Количество абонентов ДМС (на начало),0,0
21,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
21,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
21,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
21,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
21,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
21,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
21,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
21,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
21,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
21,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
21,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
21,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,16
