Месяц,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
4,ДВР,ЕКТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,3,0
4,ДВР,ЕКТ,"4,1",Соглашений БСУД в подъездах за период,57,0
4,ДВР,ЧЛБ,"1,1",Количество подъездов М2 (на начало),458,7
4,ДВР,ЧЛБ,"1,2",Количество квартир в подъездах М2 (на начало),19305,248
4,ДВР,ЧЛБ,"1,3",Количество абонентов БСУД (на начало),0,0
4,ДВР,ЧЛБ,"1,3.1",Количество соглашений БСУД (на начало),0,0
4,ДВР,ЧЛБ,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДВР,ЧЛБ,"1,4",Потенциал М2 (на начало),162,162
4,ДВР,ЧЛБ,"2,1",Количество подъездов за период,2,0
4,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,78,0
4,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,56,0
4,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,52,0
4,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,78,0
4,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,63,0
4,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,141,0
4,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
4,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),0,4
4,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),0,153
4,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,17
4,ДВР,НВК,"1,3.1",Количество соглашений БСУД (на начало),17,17
4,ДВР,НВК,"1,3.2",Количество абонентов ДМС (на начало),0,0
4,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
4,ДВР,НВК,"2,1",Количество подъездов за период,0,0
4,ДВР,НВК,"2,2",Количество квартир в подъездах за период,0,0
4,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,0,0
4,ДВР,НВК,"2,4",Количество контактов в подъездах за период,0,0
4,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,0,0
4,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
4,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
4,ДВР,НВК,"3,4",Всего ключей в подъездах за период,0,0
4,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
4,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
4,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
5,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
5,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДЦР,ОДЦ,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДЦР,ОДЦ,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
5,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
5,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
5,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
5,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,15
5,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,565
5,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,204
5,ДЦР,КЛН,"1,3,1",Количество соглашений БСУД (на начало),206,206
5,ДЦР,КЛН,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),823,823
5,ДЦР,КЛН,"2,1",Количество подъездов за период,0,11
5,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,408
5,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,КЛН,"3,4",Всего ключей в подъездах за период,0,0
5,ДЦР,КЛН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,25
5,ДЦР,КЛН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,КЛН,"4,1",Соглашений БСУД в подъездах за период,0,80
5,ДЦР,КРС,"1,1",Количество подъездов М2 (на начало),107,0
5,ДЦР,КРС,"1,2",Количество квартир в подъездах М2 (на начало),4211,0
5,ДЦР,КРС,"1,3",Количество абонентов БСУД (на начало),568,0
5,ДЦР,КРС,"1,3,1",Количество соглашений БСУД (на начало),599,599
5,ДЦР,КРС,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДЦР,КРС,"1,4",Потенциал М2 (на начало),989,989
5,ДЦР,КРС,"2,1",Количество подъездов за период,6,0
5,ДЦР,КРС,"2,2",Количество квартир в подъездах за период,237,0
5,ДЦР,КРС,"2,3",Количество голосов ЗА в подъездах за период,191,0
5,ДЦР,КРС,"2,4",Количество контактов в подъездах за период,192,0
5,ДЦР,КРС,"3,1",ПЛАТНЫХ в подъездах за период,408,0
5,ДЦР,КРС,"3,2",БЕСПЛАТНЫХ в подъездах за период,261,0
5,ДЦР,КРС,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,КРС,"3,4",Всего ключей в подъездах за период,669,0
5,ДЦР,КРС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,11,0
5,ДЦР,КРС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,КРС,"4,1",Соглашений БСУД в подъездах за период,44,0
5,ДЦР,БРН,"1,1",Количество подъездов М2 (на начало),37,0
5,ДЦР,БРН,"1,2",Количество квартир в подъездах М2 (на начало),1602,0
5,ДЦР,БРН,"1,3",Количество абонентов БСУД (на начало),384,0
5,ДЦР,БРН,"1,3,1",Количество соглашений БСУД (на начало),357,357
5,ДЦР,БРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДЦР,БРН,"1,4",Потенциал М2 (на начало),1203,1203
5,ДЦР,БРН,"2,1",Количество подъездов за период,1,0
5,ДЦР,БРН,"2,2",Количество квартир в подъездах за период,32,0
5,ДЦР,БРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,БРН,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,БРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,БРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,35,0
5,ДЦР,БРН,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,БРН,"3,4",Всего ключей в подъездах за период,35,0
5,ДЦР,БРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДЦР,БРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,БРН,"4,1",Соглашений БСУД в подъездах за период,10,0
5,ДЦР,АРХ,"1,1",Количество подъездов М2 (на начало),0,1
5,ДЦР,АРХ,"1,2",Количество квартир в подъездах М2 (на начало),0,36
5,ДЦР,АРХ,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДЦР,АРХ,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДЦР,АРХ,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДЦР,АРХ,"1,4",Потенциал М2 (на начало),1483,1483
5,ДЦР,АРХ,"2,1",Количество подъездов за период,0,0
5,ДЦР,АРХ,"2,2",Количество квартир в подъездах за период,0,0
5,ДЦР,АРХ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,АРХ,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,АРХ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,АРХ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,АРХ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,АРХ,"3,4",Всего ключей в подъездах за период,0,0
5,ДЦР,АРХ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДЦР,АРХ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,АРХ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДЦР,СПБ,"1,1",Количество подъездов М2 (на начало),25,0
5,ДЦР,СПБ,"1,2",Количество квартир в подъездах М2 (на начало),908,0
5,ДЦР,СПБ,"1,3",Количество абонентов БСУД (на начало),232,0
5,ДЦР,СПБ,"1,3,1",Количество соглашений БСУД (на начало),284,284
5,ДЦР,СПБ,"1,3,2",Количество абонентов ДМС (на начало),12,12
5,ДЦР,СПБ,"1,4",Потенциал М2 (на начало),8056,8056
5,ДЦР,СПБ,"2,1",Количество подъездов за период,0,0
5,ДЦР,СПБ,"2,2",Количество квартир в подъездах за период,0,0
5,ДЦР,СПБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,СПБ,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,СПБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,СПБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,СПБ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,СПБ,"3,4",Всего ключей в подъездах за период,0,0
5,ДЦР,СПБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДЦР,СПБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,СПБ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДЦР,ННВ,"1,1",Количество подъездов М2 (на начало),441,0
5,ДЦР,ННВ,"1,2",Количество квартир в подъездах М2 (на начало),19720,0
5,ДЦР,ННВ,"1,3",Количество абонентов БСУД (на начало),2089,0
5,ДЦР,ННВ,"1,3,1",Количество соглашений БСУД (на начало),2267,2267
5,ДЦР,ННВ,"1,3,2",Количество абонентов ДМС (на начало),410,410
5,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3464,3464
5,ДЦР,ННВ,"2,1",Количество подъездов за период,0,0
5,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,0,0
5,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,0,0
5,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,0,0
5,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДПР,ТЛТ,"1,1",Количество подъездов М2 (на начало),0,0
5,ДПР,ТЛТ,"1,2",Количество квартир в подъездах М2 (на начало),0,0
5,ДПР,ТЛТ,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДПР,ТЛТ,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДПР,ТЛТ,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДПР,ТЛТ,"1,4",Потенциал М2 (на начало),2531,2531
5,ДПР,ТЛТ,"2,1",Количество подъездов за период,0,0
5,ДПР,ТЛТ,"2,2",Количество квартир в подъездах за период,0,0
5,ДПР,ТЛТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДПР,ТЛТ,"2,4",Количество контактов в подъездах за период,0,0
5,ДПР,ТЛТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДПР,ТЛТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДПР,ТЛТ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,ТЛТ,"3,4",Всего ключей в подъездах за период,0,0
5,ДПР,ТЛТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДПР,ТЛТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДПР,ТЛТ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДПР,НФТ,"1,1",Количество подъездов М2 (на начало),0,159
5,ДПР,НФТ,"1,2",Количество квартир в подъездах М2 (на начало),0,4480
5,ДПР,НФТ,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДПР,НФТ,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДПР,НФТ,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДПР,НФТ,"1,4",Потенциал М2 (на начало),310,310
5,ДПР,НФТ,"2,1",Количество подъездов за период,0,3
5,ДПР,НФТ,"2,2",Количество квартир в подъездах за период,0,96
5,ДПР,НФТ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДПР,НФТ,"2,4",Количество контактов в подъездах за период,0,0
5,ДПР,НФТ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДПР,НФТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДПР,НФТ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,НФТ,"3,4",Всего ключей в подъездах за период,0,0
5,ДПР,НФТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДПР,НФТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДПР,НФТ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДПР,РНД,"1,1",Количество подъездов М2 (на начало),28,0
5,ДПР,РНД,"1,2",Количество квартир в подъездах М2 (на начало),1209,0
5,ДПР,РНД,"1,3",Количество абонентов БСУД (на начало),379,0
5,ДПР,РНД,"1,3,1",Количество соглашений БСУД (на начало),425,425
5,ДПР,РНД,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДПР,РНД,"1,4",Потенциал М2 (на начало),1176,1176
5,ДПР,РНД,"2,1",Количество подъездов за период,2,0
5,ДПР,РНД,"2,2",Количество квартир в подъездах за период,72,0
5,ДПР,РНД,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДПР,РНД,"2,4",Количество контактов в подъездах за период,0,0
5,ДПР,РНД,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДПР,РНД,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДПР,РНД,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,РНД,"3,4",Всего ключей в подъездах за период,0,0
5,ДПР,РНД,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДПР,РНД,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДПР,РНД,"4,1",Соглашений БСУД в подъездах за период,11,0
5,ДПР,СРН,"1,1",Количество подъездов М2 (на начало),0,0
5,ДПР,СРН,"1,2",Количество квартир в подъездах М2 (на начало),0,0
5,ДПР,СРН,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДПР,СРН,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДПР,СРН,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДПР,СРН,"1,4",Потенциал М2 (на начало),718,718
5,ДПР,СРН,"2,1",Количество подъездов за период,0,0
5,ДПР,СРН,"2,2",Количество квартир в подъездах за период,0,0
5,ДПР,СРН,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДПР,СРН,"2,4",Количество контактов в подъездах за период,0,0
5,ДПР,СРН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДПР,СРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДПР,СРН,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,СРН,"3,4",Всего ключей в подъездах за период,0,0
5,ДПР,СРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДПР,СРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДПР,СРН,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДПР,ОРН,"1,1",Количество подъездов М2 (на начало),355,0
5,ДПР,ОРН,"1,2",Количество квартир в подъездах М2 (на начало),16352,0
5,ДПР,ОРН,"1,3",Количество абонентов БСУД (на начало),609,0
5,ДПР,ОРН,"1,3,1",Количество соглашений БСУД (на начало),674,674
5,ДПР,ОРН,"1,3,2",Количество абонентов ДМС (на начало),168,168
5,ДПР,ОРН,"1,4",Потенциал М2 (на начало),1215,1215
5,ДПР,ОРН,"2,1",Количество подъездов за период,7,0
5,ДПР,ОРН,"2,2",Количество квартир в подъездах за период,252,0
5,ДПР,ОРН,"2,3",Количество голосов ЗА в подъездах за период,81,0
5,ДПР,ОРН,"2,4",Количество контактов в подъездах за период,41,0
5,ДПР,ОРН,"3,1",ПЛАТНЫХ в подъездах за период,246,0
5,ДПР,ОРН,"3,2",БЕСПЛАТНЫХ в подъездах за период,160,0
5,ДПР,ОРН,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,ОРН,"3,4",Всего ключей в подъездах за период,406,0
5,ДПР,ОРН,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,9,0
5,ДПР,ОРН,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДПР,ОРН,"4,1",Соглашений БСУД в подъездах за период,35,0
5,ДПР,СМР,"1,1",Количество подъездов М2 (на начало),461,0
5,ДПР,СМР,"1,2",Количество квартир в подъездах М2 (на начало),23724,0
5,ДПР,СМР,"1,3",Количество абонентов БСУД (на начало),1449,0
5,ДПР,СМР,"1,3,1",Количество соглашений БСУД (на начало),1507,1507
5,ДПР,СМР,"1,3,2",Количество абонентов ДМС (на начало),574,574
5,ДПР,СМР,"1,4",Потенциал М2 (на начало),2102,2102
5,ДПР,СМР,"2,1",Количество подъездов за период,25,0
5,ДПР,СМР,"2,2",Количество квартир в подъездах за период,1077,0
5,ДПР,СМР,"2,3",Количество голосов ЗА в подъездах за период,885,0
5,ДПР,СМР,"2,4",Количество контактов в подъездах за период,870,0
5,ДПР,СМР,"3,1",ПЛАТНЫХ в подъездах за период,1825,0
5,ДПР,СМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,1102,0
5,ДПР,СМР,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,СМР,"3,4",Всего ключей в подъездах за период,2927,0
5,ДПР,СМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,44,0
5,ДПР,СМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,8,0
5,ДПР,СМР,"4,1",Соглашений БСУД в подъездах за период,194,0
5,ДПР,ИЖВ,"1,1",Количество подъездов М2 (на начало),311,0
5,ДПР,ИЖВ,"1,2",Количество квартир в подъездах М2 (на начало),11733,0
5,ДПР,ИЖВ,"1,3",Количество абонентов БСУД (на начало),497,0
5,ДПР,ИЖВ,"1,3,1",Количество соглашений БСУД (на начало),559,559
5,ДПР,ИЖВ,"1,3,2",Количество абонентов ДМС (на начало),210,210
5,ДПР,ИЖВ,"1,4",Потенциал М2 (на начало),956,956
5,ДПР,ИЖВ,"2,1",Количество подъездов за период,6,0
5,ДПР,ИЖВ,"2,2",Количество квартир в подъездах за период,214,0
5,ДПР,ИЖВ,"2,3",Количество голосов ЗА в подъездах за период,56,0
5,ДПР,ИЖВ,"2,4",Количество контактов в подъездах за период,105,0
5,ДПР,ИЖВ,"3,1",ПЛАТНЫХ в подъездах за период,216,0
5,ДПР,ИЖВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,175,0
5,ДПР,ИЖВ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,ИЖВ,"3,4",Всего ключей в подъездах за период,391,0
5,ДПР,ИЖВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,30,0
5,ДПР,ИЖВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,3,0
5,ДПР,ИЖВ,"4,1",Соглашений БСУД в подъездах за период,6,0
5,ДПР,ПНЗ,"1,1",Количество подъездов М2 (на начало),384,0
5,ДПР,ПНЗ,"1,2",Количество квартир в подъездах М2 (на начало),15680,0
5,ДПР,ПНЗ,"1,3",Количество абонентов БСУД (на начало),733,0
5,ДПР,ПНЗ,"1,3,1",Количество соглашений БСУД (на начало),837,837
5,ДПР,ПНЗ,"1,3,2",Количество абонентов ДМС (на начало),242,242
5,ДПР,ПНЗ,"1,4",Потенциал М2 (на начало),944,944
5,ДПР,ПНЗ,"2,1",Количество подъездов за период,16,0
5,ДПР,ПНЗ,"2,2",Количество квартир в подъездах за период,632,0
5,ДПР,ПНЗ,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДПР,ПНЗ,"2,4",Количество контактов в подъездах за период,274,0
5,ДПР,ПНЗ,"3,1",ПЛАТНЫХ в подъездах за период,453,0
5,ДПР,ПНЗ,"3,2",БЕСПЛАТНЫХ в подъездах за период,479,0
5,ДПР,ПНЗ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,ПНЗ,"3,4",Всего ключей в подъездах за период,932,0
5,ДПР,ПНЗ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,20,0
5,ДПР,ПНЗ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,5,0
5,ДПР,ПНЗ,"4,1",Соглашений БСУД в подъездах за период,38,0
5,ДПР,СРТ,"1,1",Количество подъездов М2 (на начало),651,0
5,ДПР,СРТ,"1,2",Количество квартир в подъездах М2 (на начало),31155,0
5,ДПР,СРТ,"1,3",Количество абонентов БСУД (на начало),2868,0
5,ДПР,СРТ,"1,3,1",Количество соглашений БСУД (на начало),3025,3025
5,ДПР,СРТ,"1,3,2",Количество абонентов ДМС (на начало),780,780
5,ДПР,СРТ,"1,4",Потенциал М2 (на начало),2072,2072
5,ДПР,СРТ,"2,1",Количество подъездов за период,49,0
5,ДПР,СРТ,"2,2",Количество квартир в подъездах за период,1949,0
5,ДПР,СРТ,"2,3",Количество голосов ЗА в подъездах за период,1676,0
5,ДПР,СРТ,"2,4",Количество контактов в подъездах за период,1709,0
5,ДПР,СРТ,"3,1",ПЛАТНЫХ в подъездах за период,3371,0
5,ДПР,СРТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,2026,0
5,ДПР,СРТ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДПР,СРТ,"3,4",Всего ключей в подъездах за период,5397,0
5,ДПР,СРТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,106,0
5,ДПР,СРТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,41,0
5,ДПР,СРТ,"4,1",Соглашений БСУД в подъездах за период,732,0
5,ДВР,НВС,"1,1",Количество подъездов М2 (на начало),0,0
5,ДВР,НВС,"1,2",Количество квартир в подъездах М2 (на начало),0,0
5,ДВР,НВС,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДВР,НВС,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДВР,НВС,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДВР,НВС,"1,4",Потенциал М2 (на начало),1804,1804
5,ДВР,НВС,"2,1",Количество подъездов за период,0,0
5,ДВР,НВС,"2,2",Количество квартир в подъездах за период,0,0
5,ДВР,НВС,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДВР,НВС,"2,4",Количество контактов в подъездах за период,0,0
5,ДВР,НВС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДВР,НВС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДВР,НВС,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДВР,НВС,"3,4",Всего ключей в подъездах за период,0,0
5,ДВР,НВС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДВР,НВС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДВР,НВС,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДВР,ЧЛБ,"1,1",Количество подъездов М2 (на начало),456,7
5,ДВР,ЧЛБ,"1,2",Количество квартир в подъездах М2 (на начало),19198,248
5,ДВР,ЧЛБ,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДВР,ЧЛБ,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДВР,ЧЛБ,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДВР,ЧЛБ,"1,4",Потенциал М2 (на начало),160,160
5,ДВР,ЧЛБ,"2,1",Количество подъездов за период,1,8
5,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,53,303
5,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,47,247
5,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,38,244
5,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,0,144
5,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,48,642
5,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,48,786
5,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,10
5,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,20
5,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДВР,ЕКТ,"1,1",Количество подъездов М2 (на начало),195,0
5,ДВР,ЕКТ,"1,2",Количество квартир в подъездах М2 (на начало),9713,0
5,ДВР,ЕКТ,"1,3",Количество абонентов БСУД (на начало),982,0
5,ДВР,ЕКТ,"1,3,1",Количество соглашений БСУД (на начало),1212,1212
5,ДВР,ЕКТ,"1,3,2",Количество абонентов ДМС (на начало),416,416
